host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price_category,available_category
12461120,Brooklyn,Williamsburg,40.71531,-73.94693,Private room,85,2,3,1,0,Cheapest price,Short term
14061862,Brooklyn,Bedford-Stuyvesant,40.69854,-73.94552,Private room,55,2,23,3,322,Cheapest price,Very Long term
225566189,Manhattan,Harlem,40.81804,-73.94375,Entire home/apt,100,2,2,1,0,Cheapest price,Short term
283395,Manhattan,Murray Hill,40.74933,-73.97937,Private room,110,1,31,2,189,Cheapest price,Long term
31678869,Manhattan,Harlem,40.8251,-73.93899,Private room,200,1,0,1,0,Cheapest price,Short term
190921808,Manhattan,Hell's Kitchen,40.75505,-73.99531,Private room,120,7,6,47,332,Cheapest price,Very Long term
945499,Brooklyn,Crown Heights,40.67495,-73.95563,Private room,150,3,0,1,0,Cheapest price,Short term
30736639,Brooklyn,Bushwick,40.68778,-73.90748,Entire home/apt,99,3,34,2,119,Cheapest price,Medium term
6483295,Brooklyn,Bay Ridge,40.63719,-74.03489,Entire home/apt,80,3,38,1,192,Cheapest price,Long term
29950960,Brooklyn,Clinton Hill,40.68697,-73.9615,Private room,75,4,14,1,10,Cheapest price,Short term
2979971,Brooklyn,Prospect-Lefferts Gardens,40.66016,-73.95382,Entire home/apt,205,3,1,1,0,Cheapest price,Short term
18885469,Manhattan,Chinatown,40.71483,-73.99801,Shared room,53,1,7,1,58,Cheapest price,Short term
8822946,Brooklyn,Crown Heights,40.67228,-73.96239,Entire home/apt,135,5,4,1,0,Cheapest price,Short term
14911623,Manhattan,Harlem,40.81816,-73.93932,Private room,150,1,0,2,88,Cheapest price,Short term
42237462,Manhattan,Harlem,40.82722,-73.9457,Entire home/apt,78,6,4,1,0,Cheapest price,Short term
67130668,Bronx,Concourse Village,40.82692,-73.92183,Private room,45,5,46,1,174,Cheapest price,Medium term
50605766,Manhattan,Tribeca,40.7118,-74.0083,Entire home/apt,150,30,1,1,328,Cheapest price,Very Long term
6787883,Brooklyn,Carroll Gardens,40.68243,-73.99334,Private room,59,1,20,4,132,Cheapest price,Medium term
126415353,Manhattan,Harlem,40.81393,-73.94365,Private room,35,2,0,1,124,Cheapest price,Medium term
9835167,Manhattan,Upper West Side,40.78143,-73.98638,Entire home/apt,120,3,0,2,0,Cheapest price,Short term
13032188,Brooklyn,Bedford-Stuyvesant,40.68482,-73.93723,Private room,40,1,4,1,84,Cheapest price,Short term
44382810,Manhattan,Midtown,40.75188,-73.97252,Entire home/apt,455,2,0,1,0,Cheapest price,Short term
71299428,Manhattan,Hell's Kitchen,40.75906,-73.99321,Entire home/apt,159,2,3,1,0,Cheapest price,Short term
1258363,Brooklyn,Prospect-Lefferts Gardens,40.66068,-73.96003,Entire home/apt,80,21,5,1,0,Cheapest price,Short term
232665281,Bronx,Concourse,40.82913,-73.92236,Private room,50,1,7,1,265,Cheapest price,Long term
5993014,Brooklyn,Crown Heights,40.67266,-73.95856,Entire home/apt,75,15,0,1,6,Cheapest price,Short term
22346913,Brooklyn,Carroll Gardens,40.68153,-74.0016,Entire home/apt,220,2,118,1,277,Cheapest price,Very Long term
101657794,Queens,Briarwood,40.70857,-73.8075,Private room,120,1,77,6,361,Cheapest price,Very Long term
1533576,Brooklyn,Bedford-Stuyvesant,40.69336,-73.95171,Entire home/apt,111,6,2,1,43,Cheapest price,Short term
53781263,Queens,Ridgewood,40.70197,-73.90377,Private room,60,1,7,2,85,Cheapest price,Short term
31867329,Brooklyn,Williamsburg,40.71251,-73.94148,Private room,70,1,1,1,0,Cheapest price,Short term
35509609,Manhattan,Chelsea,40.7478,-73.99995,Entire home/apt,149,4,3,1,0,Cheapest price,Short term
68467026,Brooklyn,Crown Heights,40.67058,-73.93526,Private room,70,5,1,1,282,Cheapest price,Very Long term
183568797,Queens,Long Island City,40.75354,-73.95113,Entire home/apt,200,3,36,1,308,Cheapest price,Very Long term
134293540,Queens,Ridgewood,40.70615,-73.90367,Shared room,27,31,5,4,6,Cheapest price,Short term
159027871,Manhattan,Upper West Side,40.80204,-73.96612,Private room,35,10,2,1,0,Cheapest price,Short term
192464234,Brooklyn,Canarsie,40.64516,-73.89684,Entire home/apt,100,1,95,1,124,Cheapest price,Medium term
12221,Bronx,Concourse Village,40.82802,-73.92039,Private room,50,3,258,2,276,Cheapest price,Very Long term
16866,Manhattan,East Village,40.7301,-73.98239,Private room,135,3,32,2,76,Cheapest price,Short term
9484439,Manhattan,Battery Park City,40.71842,-74.01523,Entire home/apt,200,1,4,1,0,Cheapest price,Short term
83549989,Manhattan,NoHo,40.72618,-73.99523,Entire home/apt,215,3,2,1,0,Cheapest price,Short term
53387593,Manhattan,Upper West Side,40.79988,-73.9612,Private room,45,27,0,1,0,Cheapest price,Short term
29277084,Manhattan,Washington Heights,40.84353,-73.94072,Private room,50,180,0,1,90,Cheapest price,Medium term
49614264,Brooklyn,East New York,40.66071,-73.88858,Private room,52,2,3,1,89,Cheapest price,Short term
41869388,Manhattan,Nolita,40.72233,-73.99334,Private room,85,2,20,1,5,Cheapest price,Short term
23155661,Manhattan,Upper East Side,40.77711,-73.95059,Entire home/apt,219,6,1,1,39,Cheapest price,Short term
201015598,Brooklyn,Bedford-Stuyvesant,40.69089,-73.93912,Shared room,31,1,33,17,85,Cheapest price,Short term
2736755,Queens,Astoria,40.77091,-73.91875,Private room,40,2,36,2,0,Cheapest price,Short term
9232106,Manhattan,Upper East Side,40.77648,-73.96126,Entire home/apt,225,4,10,1,348,Cheapest price,Very Long term
22296461,Manhattan,Harlem,40.81866,-73.93796,Private room,50,1,8,1,0,Cheapest price,Short term
145727343,Queens,Jamaica,40.68379,-73.79186,Private room,39,1,15,3,164,Cheapest price,Medium term
23390186,Manhattan,Financial District,40.70743,-74.005,Private room,100,1,11,1,0,Cheapest price,Short term
219517861,Manhattan,Financial District,40.7057,-74.01221,Entire home/apt,230,2,6,327,297,Cheapest price,Very Long term
159936,Brooklyn,Bushwick,40.69337,-73.91142,Private room,45,1,2,1,0,Cheapest price,Short term
11699846,Manhattan,Greenwich Village,40.73239,-73.9996,Entire home/apt,103,2,15,1,0,Cheapest price,Short term
100970377,Manhattan,Harlem,40.81032,-73.94331,Entire home/apt,200,1,3,1,0,Cheapest price,Short term
26583247,Manhattan,East Village,40.7316,-73.98507,Entire home/apt,132,7,0,1,0,Cheapest price,Short term
2102205,Manhattan,West Village,40.73894,-74.00108,Entire home/apt,250,2,15,1,0,Cheapest price,Short term
196536266,Manhattan,East Harlem,40.80141,-73.93814,Entire home/apt,75,7,3,1,161,Cheapest price,Medium term
148107543,Manhattan,Chelsea,40.74494,-73.99762,Entire home/apt,299,2,30,1,274,Cheapest price,Very Long term
52005895,Brooklyn,Bedford-Stuyvesant,40.68429,-73.92515,Private room,110,1,5,1,86,Cheapest price,Short term
11045893,Brooklyn,Red Hook,40.67915,-74.00707,Private room,63,25,10,1,290,Cheapest price,Very Long term
17349726,Brooklyn,Bushwick,40.69424,-73.92652,Entire home/apt,89,1,8,1,88,Cheapest price,Short term
184670155,Manhattan,Upper East Side,40.77564,-73.94551,Private room,100,1,10,2,0,Cheapest price,Short term
270414459,Manhattan,Midtown,40.75836,-73.96289,Entire home/apt,135,30,0,1,99,Cheapest price,Medium term
2119276,Manhattan,Gramercy,40.73346,-73.98216,Entire home/apt,140,30,7,39,332,Cheapest price,Very Long term
4938247,Brooklyn,Park Slope,40.67665,-73.97925,Private room,70,2,163,1,163,Cheapest price,Medium term
41233448,Manhattan,Upper East Side,40.76975,-73.9524,Entire home/apt,260,6,2,1,0,Cheapest price,Short term
29408218,Brooklyn,Crown Heights,40.67092,-73.95301,Private room,50,1,0,1,0,Cheapest price,Short term
9930986,Manhattan,Upper West Side,40.80152,-73.96673,Private room,110,1,0,1,0,Cheapest price,Short term
1544804,Queens,Astoria,40.76406,-73.90769,Entire home/apt,99,1,185,1,211,Cheapest price,Long term
249291429,Brooklyn,Bedford-Stuyvesant,40.69284,-73.95954,Private room,45,3,0,2,135,Cheapest price,Medium term
3815537,Manhattan,Midtown,40.75154,-73.97104,Entire home/apt,106,7,10,1,0,Cheapest price,Short term
5260367,Brooklyn,Boerum Hill,40.68942,-73.98739,Entire home/apt,150,30,1,1,91,Cheapest price,Medium term
2052211,Brooklyn,Windsor Terrace,40.6536,-73.97546,Entire home/apt,143,14,2,1,10,Cheapest price,Short term
77515,Manhattan,Washington Heights,40.83266,-73.9414,Private room,45,3,6,1,4,Cheapest price,Short term
1393469,Brooklyn,Flatbush,40.65228,-73.96428,Entire home/apt,97,2,22,1,2,Cheapest price,Short term
24530091,Manhattan,Greenwich Village,40.73491,-73.99231,Entire home/apt,250,53,2,1,365,Cheapest price,Very Long term
189075482,Brooklyn,Cypress Hills,40.67901,-73.89224,Entire home/apt,95,1,22,3,126,Cheapest price,Medium term
168417,Manhattan,Upper East Side,40.77631,-73.95289,Entire home/apt,121,1,16,2,351,Cheapest price,Very Long term
107090465,Brooklyn,East Flatbush,40.63835,-73.94621,Entire home/apt,125,3,2,1,170,Cheapest price,Medium term
75003580,Brooklyn,Bedford-Stuyvesant,40.68337,-73.92996,Private room,60,4,0,1,22,Cheapest price,Short term
12243051,Manhattan,Chelsea,40.74081,-73.99616,Entire home/apt,265,29,0,96,331,Cheapest price,Very Long term
22423049,Brooklyn,Crown Heights,40.67157,-73.94117,Private room,36,2,100,1,0,Cheapest price,Short term
45293248,Brooklyn,Williamsburg,40.70589,-73.95123,Entire home/apt,137,3,3,1,0,Cheapest price,Short term
46644337,Brooklyn,Bedford-Stuyvesant,40.68398,-73.94101,Entire home/apt,90,2,113,3,262,Cheapest price,Long term
3001268,Manhattan,Midtown,40.75261,-73.97063,Private room,99,1,0,1,0,Cheapest price,Short term
13068601,Manhattan,Morningside Heights,40.8075,-73.95844,Entire home/apt,99,30,9,1,0,Cheapest price,Short term
19569660,Manhattan,Battery Park City,40.71031,-74.01557,Entire home/apt,325,30,9,1,0,Cheapest price,Short term
138150256,Brooklyn,Greenpoint,40.73171,-73.95374,Private room,50,3,0,2,0,Cheapest price,Short term
2124716,Brooklyn,Park Slope,40.66923,-73.98134,Private room,99,1,100,1,1,Cheapest price,Short term
50323495,Brooklyn,Williamsburg,40.70357,-73.9474,Entire home/apt,130,4,52,1,321,Cheapest price,Very Long term
10475653,Brooklyn,Windsor Terrace,40.64958,-73.97482,Private room,45,1,108,3,243,Cheapest price,Long term
167620568,Brooklyn,Brighton Beach,40.58056,-73.96313,Shared room,100,1,4,2,365,Cheapest price,Very Long term
200380610,Manhattan,Midtown,40.7525,-73.96683,Entire home/apt,200,30,0,65,339,Cheapest price,Very Long term
40883799,Brooklyn,Bushwick,40.70518,-73.92165,Private room,65,1,52,3,179,Cheapest price,Medium term
27564513,Brooklyn,Williamsburg,40.70396,-73.93442,Entire home/apt,250,2,7,1,183,Cheapest price,Long term
6285979,Brooklyn,Brooklyn Heights,40.6945,-73.99543,Entire home/apt,200,3,6,1,0,Cheapest price,Short term
105631352,Manhattan,East Village,40.72561,-73.97953,Private room,90,2,41,3,0,Cheapest price,Short term
48017685,Queens,Flushing,40.7544,-73.82866,Shared room,20,3,3,1,0,Cheapest price,Short term
224813944,Manhattan,Lower East Side,40.71917,-73.98343,Entire home/apt,442,1,12,1,253,Cheapest price,Long term
128447,Manhattan,Kips Bay,40.74365,-73.97928,Entire home/apt,220,3,0,2,24,Cheapest price,Short term
77938412,Brooklyn,Crown Heights,40.67641,-73.95736,Private room,45,5,1,1,0,Cheapest price,Short term
703156,Manhattan,Chelsea,40.74249,-74.00329,Entire home/apt,200,4,0,1,0,Cheapest price,Short term
1512462,Manhattan,Midtown,40.75489,-73.9666,Entire home/apt,239,4,132,2,242,Cheapest price,Long term
4331581,Brooklyn,Fort Greene,40.68876,-73.97746,Entire home/apt,147,1,1,1,0,Cheapest price,Short term
32164030,Bronx,Hunts Point,40.81335,-73.8873,Private room,40,30,15,6,333,Cheapest price,Very Long term
3829864,Brooklyn,Williamsburg,40.71907,-73.95434,Entire home/apt,170,2,6,1,0,Cheapest price,Short term
227679456,Brooklyn,Prospect-Lefferts Gardens,40.66062,-73.94298,Entire home/apt,599,2,1,7,110,Cheapest price,Medium term
65061161,Brooklyn,Williamsburg,40.70921,-73.94144,Private room,77,1,2,1,0,Cheapest price,Short term
41348157,Manhattan,East Harlem,40.79342,-73.93889,Private room,70,2,3,3,10,Cheapest price,Short term
107169456,Brooklyn,Flatbush,40.64561,-73.96962,Private room,90,1,46,1,260,Cheapest price,Long term
1335392,Brooklyn,Williamsburg,40.71584,-73.95868,Entire home/apt,450,2,0,1,0,Cheapest price,Short term
11696537,Queens,Astoria,40.7675,-73.90911,Private room,100,1,3,1,0,Cheapest price,Short term
4184612,Brooklyn,Williamsburg,40.71251,-73.947,Private room,115,3,146,1,277,Cheapest price,Very Long term
26089087,Brooklyn,Williamsburg,40.70907,-73.96396,Private room,60,1,33,1,19,Cheapest price,Short term
82154865,Manhattan,Upper West Side,40.78935,-73.97462,Entire home/apt,95,30,0,1,67,Cheapest price,Short term
31919780,Brooklyn,Bedford-Stuyvesant,40.68599,-73.9394,Entire home/apt,99,3,98,2,52,Cheapest price,Short term
247673988,Brooklyn,Bushwick,40.69872,-73.93461,Private room,49,1,18,2,158,Cheapest price,Medium term
1650330,Brooklyn,Sunset Park,40.64902,-74.00897,Private room,68,5,43,2,282,Cheapest price,Very Long term
507186,Brooklyn,Williamsburg,40.71109,-73.94332,Entire home/apt,125,2,15,1,0,Cheapest price,Short term
6726808,Manhattan,Upper West Side,40.80131,-73.9675,Private room,69,5,2,1,0,Cheapest price,Short term
11722846,Brooklyn,Williamsburg,40.715,-73.95018,Entire home/apt,80,10,3,1,0,Cheapest price,Short term
39699925,Manhattan,Chinatown,40.71379,-73.99112,Entire home/apt,170,3,39,1,19,Cheapest price,Short term
42991737,Manhattan,Financial District,40.70517,-74.01142,Entire home/apt,350,3,0,1,0,Cheapest price,Short term
204527108,Brooklyn,Williamsburg,40.71796,-73.957,Private room,87,30,2,3,310,Cheapest price,Very Long term
6520550,Brooklyn,Bedford-Stuyvesant,40.68506,-73.93841,Private room,59,2,8,1,45,Cheapest price,Short term
242063700,Queens,Flushing,40.73907,-73.82943,Private room,65,1,2,1,0,Cheapest price,Short term
247185393,Manhattan,East Harlem,40.79491,-73.94162,Entire home/apt,400,3,7,1,307,Cheapest price,Very Long term
77809736,Manhattan,Morningside Heights,40.81005,-73.9599,Shared room,70,3,1,2,0,Cheapest price,Short term
125545452,Manhattan,Hell's Kitchen,40.76597,-73.98379,Entire home/apt,325,5,84,1,69,Cheapest price,Short term
246622509,Brooklyn,Sheepshead Bay,40.59642,-73.95878,Private room,60,3,2,1,158,Cheapest price,Medium term
12210788,Manhattan,Upper West Side,40.79516,-73.96813,Private room,119,1,117,1,365,Cheapest price,Very Long term
2278050,Manhattan,Upper West Side,40.80272,-73.96916,Private room,80,5,3,1,188,Cheapest price,Long term
117367030,Brooklyn,Williamsburg,40.70703,-73.95434,Private room,151,3,12,1,0,Cheapest price,Short term
271799,Brooklyn,Bedford-Stuyvesant,40.69378,-73.93932,Entire home/apt,200,3,0,2,316,Cheapest price,Very Long term
1635983,Bronx,Schuylerville,40.83159,-73.83375,Private room,40,4,35,3,171,Cheapest price,Medium term
24762401,Brooklyn,Bedford-Stuyvesant,40.69025,-73.95042,Private room,60,30,11,4,361,Cheapest price,Very Long term
226410935,Manhattan,Washington Heights,40.83815,-73.94385,Private room,40,3,23,1,129,Cheapest price,Medium term
244596528,Brooklyn,Bedford-Stuyvesant,40.68994,-73.93425,Entire home/apt,126,1,11,1,52,Cheapest price,Short term
137358866,Queens,Maspeth,40.73998,-73.90113,Private room,63,30,1,103,251,Cheapest price,Long term
71400423,Manhattan,Lower East Side,40.72139,-73.9896,Private room,123,1,10,3,0,Cheapest price,Short term
7335887,Queens,Glendale,40.69991,-73.89488,Entire home/apt,190,4,7,2,70,Cheapest price,Short term
11206175,Queens,Maspeth,40.72254,-73.90561,Private room,37,30,10,2,363,Cheapest price,Very Long term
4231845,Manhattan,Morningside Heights,40.80494,-73.96426,Entire home/apt,95,2,2,1,0,Cheapest price,Short term
6183406,Manhattan,West Village,40.73509,-74.00323,Entire home/apt,200,4,4,1,0,Cheapest price,Short term
3158530,Manhattan,Greenwich Village,40.72812,-74.00191,Entire home/apt,225,4,51,1,172,Cheapest price,Medium term
3619427,Queens,Sunnyside,40.73817,-73.92463,Entire home/apt,600,4,0,1,0,Cheapest price,Short term
175019394,Queens,Jamaica,40.67228,-73.77804,Private room,70,1,81,6,85,Cheapest price,Short term
23249630,Brooklyn,Bedford-Stuyvesant,40.68256,-73.94326,Entire home/apt,125,3,24,2,69,Cheapest price,Short term
106949780,Manhattan,Theater District,40.75527,-73.98507,Entire home/apt,145,2,5,1,0,Cheapest price,Short term
55981584,Brooklyn,Bay Ridge,40.63592,-74.0219,Private room,30,30,6,2,0,Cheapest price,Short term
123068098,Manhattan,SoHo,40.72406,-73.9965,Entire home/apt,390,2,9,1,79,Cheapest price,Short term
1336370,Manhattan,East Village,40.72686,-73.9797,Entire home/apt,220,4,162,1,341,Cheapest price,Very Long term
11443640,Manhattan,Upper East Side,40.78158,-73.94808,Entire home/apt,110,1,3,1,0,Cheapest price,Short term
36531150,Brooklyn,Prospect Heights,40.67886,-73.96802,Entire home/apt,164,1,2,1,0,Cheapest price,Short term
31660984,Manhattan,Chelsea,40.75271,-73.99573,Entire home/apt,205,3,0,1,0,Cheapest price,Short term
185401573,Staten Island,Stapleton,40.63443,-74.07573,Private room,50,1,10,1,179,Cheapest price,Medium term
248654228,Queens,East Elmhurst,40.76303,-73.88039,Shared room,34,1,2,4,123,Cheapest price,Medium term
3402155,Brooklyn,Williamsburg,40.7186,-73.95997,Entire home/apt,160,2,9,1,157,Cheapest price,Medium term
38076944,Manhattan,East Village,40.73031,-73.98784,Private room,90,3,0,1,0,Cheapest price,Short term
167417,Brooklyn,Bushwick,40.69227,-73.90852,Private room,68,2,37,1,23,Cheapest price,Short term
10770318,Manhattan,Upper East Side,40.77959,-73.94685,Private room,65,1,17,1,19,Cheapest price,Short term
25846948,Manhattan,Upper East Side,40.7631,-73.96393,Entire home/apt,151,3,19,1,0,Cheapest price,Short term
85974062,Brooklyn,Williamsburg,40.71339,-73.96369,Entire home/apt,130,1,78,1,0,Cheapest price,Short term
269585762,Manhattan,Midtown,40.74894,-73.98788,Entire home/apt,99,1,2,1,264,Cheapest price,Long term
50250626,Manhattan,Lower East Side,40.71882,-73.98554,Entire home/apt,185,1,52,1,162,Cheapest price,Medium term
171495922,Brooklyn,Sunset Park,40.63698,-74.01139,Private room,58,1,0,4,360,Cheapest price,Very Long term
1164515,Brooklyn,Bushwick,40.70318,-73.92609,Private room,50,1,64,2,302,Cheapest price,Very Long term
187914509,Manhattan,Upper West Side,40.80078,-73.96394,Private room,50,5,4,1,0,Cheapest price,Short term
45466335,Manhattan,Harlem,40.82148,-73.9366,Private room,69,1,67,2,28,Cheapest price,Short term
2861768,Manhattan,Harlem,40.81325,-73.95323,Private room,79,6,31,3,18,Cheapest price,Short term
222236294,Brooklyn,Bedford-Stuyvesant,40.68942,-73.95455,Entire home/apt,160,2,33,1,246,Cheapest price,Long term
23878336,Bronx,Fordham,40.86963,-73.89465,Private room,79,3,0,10,69,Cheapest price,Short term
219517861,Manhattan,Theater District,40.76112,-73.98663,Entire home/apt,217,29,1,327,337,Cheapest price,Very Long term
9187795,Manhattan,Greenwich Village,40.73236,-73.9992,Entire home/apt,260,5,13,1,167,Cheapest price,Medium term
153660271,Manhattan,Harlem,40.8041,-73.95252,Private room,150,1,28,1,68,Cheapest price,Short term
76008109,Brooklyn,South Slope,40.66186,-73.98109,Entire home/apt,129,5,1,1,0,Cheapest price,Short term
2301120,Manhattan,West Village,40.73327,-74.00157,Entire home/apt,300,2,8,1,0,Cheapest price,Short term
302865,Brooklyn,Williamsburg,40.71337,-73.9642,Private room,85,8,0,1,0,Cheapest price,Short term
115741895,Queens,St. Albans,40.70275,-73.75043,Private room,70,2,3,2,105,Cheapest price,Medium term
1180925,Brooklyn,Fort Greene,40.69488,-73.97222,Entire home/apt,200,7,1,3,163,Cheapest price,Medium term
59385671,Manhattan,Upper West Side,40.80055,-73.96078,Private room,54,3,0,1,0,Cheapest price,Short term
4023646,Manhattan,Lower East Side,40.72144,-73.98915,Entire home/apt,105,3,24,1,0,Cheapest price,Short term
99296570,Brooklyn,Brighton Beach,40.57973,-73.95799,Private room,65,1,23,5,204,Cheapest price,Long term
242594287,Manhattan,Hell's Kitchen,40.76852,-73.98895,Private room,90,3,2,1,66,Cheapest price,Short term
163574555,Manhattan,Harlem,40.81245,-73.95131,Private room,120,1,69,1,277,Cheapest price,Very Long term
10910171,Queens,Rockaway Beach,40.58493,-73.81736,Entire home/apt,120,1,113,2,133,Cheapest price,Medium term
15312389,Brooklyn,Bedford-Stuyvesant,40.68752,-73.9567,Entire home/apt,140,2,5,1,0,Cheapest price,Short term
22954228,Brooklyn,Flatbush,40.65339,-73.962,Private room,49,3,7,2,0,Cheapest price,Short term
8094859,Brooklyn,Boerum Hill,40.686,-73.98794,Entire home/apt,190,1,0,1,148,Cheapest price,Medium term
39055176,Manhattan,Upper East Side,40.76205,-73.96382,Entire home/apt,328,2,145,1,298,Cheapest price,Very Long term
51501835,Manhattan,Hell's Kitchen,40.76442,-73.99458,Entire home/apt,200,30,1,31,330,Cheapest price,Very Long term
216304678,Brooklyn,East Flatbush,40.65285,-73.943,Private room,60,3,11,5,347,Cheapest price,Very Long term
279845,Brooklyn,Prospect Heights,40.67793,-73.96577,Private room,78,4,190,2,188,Cheapest price,Long term
127196839,Brooklyn,Clinton Hill,40.68805,-73.96114,Private room,95,2,45,1,43,Cheapest price,Short term
18834080,Manhattan,Chinatown,40.71672,-73.99184,Entire home/apt,130,2,101,1,0,Cheapest price,Short term
161031033,Queens,Ditmars Steinway,40.78316,-73.91804,Private room,70,5,0,1,30,Cheapest price,Short term
46677826,Manhattan,Hell's Kitchen,40.76044,-73.99882,Entire home/apt,273,3,13,1,116,Cheapest price,Medium term
23982388,Manhattan,Midtown,40.75244,-73.96619,Entire home/apt,125,30,5,5,331,Cheapest price,Very Long term
8232441,Brooklyn,Bedford-Stuyvesant,40.68776,-73.95379,Entire home/apt,60,3,16,2,5,Cheapest price,Short term
210687004,Queens,Woodside,40.75537,-73.90741,Private room,83,2,0,1,126,Cheapest price,Medium term
13108315,Brooklyn,Park Slope,40.67409,-73.97546,Entire home/apt,100,8,3,1,7,Cheapest price,Short term
14818535,Queens,Maspeth,40.73889,-73.89706,Entire home/apt,122,2,17,1,73,Cheapest price,Short term
4622027,Brooklyn,Bedford-Stuyvesant,40.68194,-73.92896,Entire home/apt,107,2,147,1,27,Cheapest price,Short term
20912691,Queens,Hollis,40.71104,-73.78175,Entire home/apt,150,2,17,7,10,Cheapest price,Short term
56735326,Brooklyn,Greenpoint,40.72347,-73.94039,Entire home/apt,125,3,4,1,0,Cheapest price,Short term
238779678,Manhattan,East Village,40.72625,-73.98884,Private room,55,30,0,9,340,Cheapest price,Very Long term
5867412,Brooklyn,Williamsburg,40.71328,-73.9633,Entire home/apt,158,30,8,1,283,Cheapest price,Very Long term
31691527,Brooklyn,Williamsburg,40.71698,-73.95879,Private room,365,2,4,1,79,Cheapest price,Short term
21737404,Manhattan,Harlem,40.8022,-73.95737,Private room,99,4,2,1,0,Cheapest price,Short term
96346005,Manhattan,Upper West Side,40.77455,-73.98882,Private room,156,3,86,3,68,Cheapest price,Short term
216304678,Brooklyn,East Flatbush,40.65409,-73.94214,Private room,46,3,13,5,341,Cheapest price,Very Long term
152366935,Queens,Howard Beach,40.65059,-73.82896,Entire home/apt,100,1,42,1,220,Cheapest price,Long term
159526448,Brooklyn,Williamsburg,40.72192,-73.95597,Entire home/apt,350,2,16,1,0,Cheapest price,Short term
35935,Brooklyn,Bedford-Stuyvesant,40.68332,-73.9547,Private room,70,3,63,2,310,Cheapest price,Very Long term
104401765,Queens,Flushing,40.76014,-73.82263,Entire home/apt,99,2,42,1,5,Cheapest price,Short term
61391963,Manhattan,Hell's Kitchen,40.76322,-73.99005,Entire home/apt,109,30,8,91,159,Cheapest price,Medium term
18826598,Brooklyn,Williamsburg,40.71413,-73.96075,Entire home/apt,121,3,7,1,6,Cheapest price,Short term
31658624,Brooklyn,Crown Heights,40.66998,-73.9396,Private room,44,3,104,2,0,Cheapest price,Short term
4549552,Brooklyn,Bedford-Stuyvesant,40.69118,-73.95928,Entire home/apt,160,2,14,1,0,Cheapest price,Short term
66051549,Manhattan,Midtown,40.7523,-73.97287,Private room,105,4,1,1,0,Cheapest price,Short term
31483931,Queens,Long Island City,40.74226,-73.94999,Entire home/apt,151,2,87,1,17,Cheapest price,Short term
11028022,Brooklyn,Crown Heights,40.66633,-73.93507,Private room,100,3,0,1,0,Cheapest price,Short term
4807448,Brooklyn,Bushwick,40.70647,-73.92093,Private room,35,20,0,1,0,Cheapest price,Short term
29336125,Brooklyn,Bedford-Stuyvesant,40.68309,-73.92909,Entire home/apt,125,3,64,1,132,Cheapest price,Medium term
16098958,Manhattan,Financial District,40.7035,-74.00713,Entire home/apt,178,30,2,96,332,Cheapest price,Very Long term
134510659,Manhattan,Chelsea,40.74319,-73.99636,Private room,90,14,0,1,0,Cheapest price,Short term
4337162,Brooklyn,Cobble Hill,40.68688,-73.999,Private room,142,3,8,1,10,Cheapest price,Short term
373019,Brooklyn,Williamsburg,40.71189,-73.94632,Private room,62,30,3,1,319,Cheapest price,Very Long term
18918881,Queens,Far Rockaway,40.60273,-73.75466,Entire home/apt,51,1,4,1,0,Cheapest price,Short term
7461332,Manhattan,Upper West Side,40.79801,-73.97045,Entire home/apt,169,120,3,1,36,Cheapest price,Short term
242631139,Brooklyn,East Flatbush,40.64695,-73.93121,Private room,100,2,3,4,365,Cheapest price,Very Long term
161902034,Bronx,Concourse Village,40.83373,-73.91147,Entire home/apt,140,1,106,1,310,Cheapest price,Very Long term
35292326,Brooklyn,Bushwick,40.69892,-73.9302,Private room,72,1,4,1,180,Cheapest price,Long term
49662115,Manhattan,Midtown,40.74606,-73.98688,Private room,125,3,0,1,0,Cheapest price,Short term
61524907,Manhattan,East Village,40.725,-73.97711,Entire home/apt,120,8,6,1,0,Cheapest price,Short term
9676462,Brooklyn,Williamsburg,40.71127,-73.96465,Entire home/apt,200,30,0,1,62,Cheapest price,Short term
39538634,Manhattan,East Village,40.72608,-73.98258,Entire home/apt,174,2,0,1,0,Cheapest price,Short term
24337956,Brooklyn,Williamsburg,40.70714,-73.93611,Private room,51,1,1,1,0,Cheapest price,Short term
102287310,Manhattan,Hell's Kitchen,40.76269,-73.98954,Entire home/apt,199,3,8,3,347,Cheapest price,Very Long term
16066343,Manhattan,East Harlem,40.78825,-73.94861,Private room,52,3,186,2,49,Cheapest price,Short term
5161217,Manhattan,SoHo,40.72362,-74.0053,Entire home/apt,425,4,2,1,1,Cheapest price,Short term
51200621,Brooklyn,Bushwick,40.69523,-73.9191,Entire home/apt,100,3,3,1,0,Cheapest price,Short term
2670192,Manhattan,East Village,40.72736,-73.98907,Entire home/apt,385,4,1,1,89,Cheapest price,Short term
224414117,Manhattan,Hell's Kitchen,40.75622,-73.99683,Private room,179,1,12,30,175,Cheapest price,Medium term
4974196,Manhattan,Greenwich Village,40.72744,-73.99979,Entire home/apt,157,3,2,1,0,Cheapest price,Short term
1172202,Queens,Ditmars Steinway,40.76984,-73.90779,Private room,45,1,7,5,29,Cheapest price,Short term
4630888,Manhattan,East Village,40.73073,-73.98652,Entire home/apt,170,1,36,1,36,Cheapest price,Short term
